SessionID,AdClicks,InfoSectionCount,InfoSectionTime,HelpPageVisits,HelpPageTime,ItemBrowseCount,ItemBrowseTime,ExitRateFirstPage,SessionExitRatio,PageEngagementScore,HolidayProximityIndex,VisitMonth,UserPlatformID,WebClientCode,MarketZone,TrafficSourceCode,UserCategory,IsWeekendVisit,MonetaryConversion
jUtEcmeW0VTTEgvO,4.0,0.0,0.0,1.0,3.0,29.0,1005.946429,0.006666667,0.013333333,0.0,0.8,May,Android,Chrome,Africa,5.0,Returning,0,0
2uzl6Tg7oFPhh3xn,3.0,2.0,37.0,0.0,0.0,24.0,1270.166667,0.013043478,0.017391304,0.0,0.0,May,Android,Chrome,North America,6.0,Returning,0,0
qpCglZSBa08XHAiO,0.0,8.0,185.0,0.0,0.0,14.0,186.1666667,0.021052632,0.035087719,0.0,0.0,May,iOS,Chrome,Asia-Pacific,4.0,Returning,0,0
Ubz1W3EB5YCh3zZB,3.0,0.0,0.0,0.0,0.0,8.0,140.5,0.025,0.05,0.0,0.0,May,Android,Edge,North America,3.0,Returning,0,0
MSpghDOm9UMIczzh,4.0,0.0,0.0,0.0,0.0,9.0,147.0,0.022222222,0.014814815,0.0,0.0,May,Android,Chrome,Oceania,3.0,Returning,0,0
2Ew6M6UkisS5WaRN,0.0,0.0,0.0,0.0,0.0,20.0,769.5,0.0,0.052,0.0,0.0,May,Android,Chrome,North America,13.0,Returning,0,0
sbyROA1IVvckXN9M,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,Android,Safari,North America,3.0,Returning,0,0
E4C0d1MJ6O5HVR6V,3.0,1.0,21.0,0.0,0.0,20.0,973.5833333,0.00952381,0.016190476,5.8854232324926015,0.0,May,Android,Chrome,Asia-Pacific,4.0,Returning,1,0
A8CdQmAueDAjOuVn,3.0,0.0,0.0,2.0,40.0,12.0,306.3333333,0.028571429,0.078571429,0.0,0.8,May,Android,Samsung Internet,Oceania,13.0,Returning,0,0
CD2JM8RZOrz0xhdP,3.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.1,0.0,0.0,May,Windows,Safari,North America,3.0,Returning,0,0
FoKZO8Vb2emd5rRZ,4.0,0.0,0.0,0.0,0.0,60.0,3386.0,0.022233802866060456,0.063888889,0.0,0.8,May,Android,Chrome,North America,6.0,Returning,0,0
RI2NjAsFknOtZqFi,1.0,3.0,131.0,0.0,0.0,8.0,117.6666667,0.0,0.006666667,0.0,0.0,May,Windows,Safari,South America,5.0,New,1,0
oMAwdtsgvM8pASUq,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,May,Windows,Safari,North America,2.0,Returning,0,0
7fWBXRB32w8UUhpP,4.0,0.0,0.0,0.0,0.0,9.0,143.5,0.0,0.033333333,0.0,0.0,May,Android,Chrome,North America,13.0,Returning,0,0
3jU41P6P2VTg3XQ3,3.0,0.0,0.0,0.0,0.0,11.0,1160.0,0.0,0.018181818,20.60836364,0.0,May,Android,Chrome,North America,4.0,New,0,1
eInhqiI8uYYN1uYP,1.0,0.0,0.0,0.0,0.0,32.0,1324.666667,0.056666667,0.09047619,10.3976,1.0,May,Android,Chrome,North America,1.0,Returning,1,0
b10L40ITyeDjjUOA,3.0,4.0,165.0,0.5025653757034094,0.0,22.0,1058.189474,0.0,0.022173913,0.0,0.0,May,Android,Chrome,North America,1.0,Returning,0,0
in0tPsC9P6N2kRuz,0.0,1.0,6.0,0.0,0.0,29.0,354.8333333,0.0,0.010344828,0.0,0.0,May,Windows,Safari,North America,2.0,Returning,1,0
ne6Q9PL2kdmY2gsl,3.0,1.0,6.0,0.0,0.0,53.0,2241.5,0.003846154,0.026923077,0.0,0.4,May,Android,Edge,Other,20.0,Returning,0,0
WuhnO5PdI34Raud4,3.0,3.0,30.0,0.0,0.0,37.0,518.0,0.0,0.015384615,0.0,0.0,May,Android,Opera,North America,3.0,Returning,0,0
TgL9mEAqohpNSV4X,1.0,3.0,222.5,0.0,0.0,11.0,764.5,0.015384615,0.043589744,0.0,0.0,May,Android,Chrome,Middle East,11.0,Returning,0,0
9TbXCMzv91mCwUtC,3.0,0.0,0.0,0.0,0.0,17.0,582.4,0.066666667,0.071111111,5.8854232324926015,0.2,May,iOS,Chrome,South America,13.0,Returning,0,0
uCtb9vI9PsrmyyAq,1.0,2.0,8.5,0.0,0.0,3.0,25.5,0.0,0.028571429,0.0,0.0,May,Android,Chrome,Africa,4.0,Returning,0,0
sEJqIfYpGceTZcDB,1.0,15.0,641.5357143,3.0,298.6666667,13.0,798.5357143,0.0,0.011594203,0.0,0.0,May,iOS,Chrome,Europe,4.0,Returning,0,0
9VZFRMQkOYKwLwd2,1.0,0.0,0.0,0.0,0.0,25.0,629.5,0.0,0.01447619,0.0,0.0,May,Android,Chrome,North America,13.0,Returning,0,0
Z79cYyHqn9YYoKkV,4.0,0.0,0.0,0.0,0.0,8.0,623.0769231,0.0,0.043130172888613046,0.0,0.0,May,Android,Chrome,South America,3.0,Returning,0,0
uIGYTGsOecPPc2Lf,2.0,10.0,815.7666667,3.0,618.0,129.0,6657.151362,0.010917582,0.022102102,0.0,0.4,May,Android,Chrome,Europe,2.0,Returning,0,0
Fa2q8xXuK4iIQENp,3.0,7.0,128.1666667,1.0,41.0,89.0,2213.819048,0.013541667,0.034151181,0.936979167,0.4,May,iOS,Chrome,North America,6.0,Returning,0,0
YBXvdyiMKNAvpf98,2.0,0.0,0.0,0.0,0.0,18.0,598.25,0.0125,0.026666667,0.0,0.4,May,Android,Chrome,Middle East,1.0,Returning,0,0
1I5WpYukUMyuVpnC,3.0,6.0,203.5,0.0,0.0,13.0,645.5,0.0,0.004166667,0.0,0.6,May,Android,Chrome,Asia-Pacific,2.0,New,0,0
wnW2SA0FpsgbA7qi,0.0,10.0,1271.5,0.0,0.0,41.0,1221.138095,0.0,0.007801418,71.46597872,0.0,May,Android,Chrome,Europe,4.0,Returning,0,1
tXufy7I9S24csm2q,4.0,0.0,0.0,0.0,0.0,34.0,606.7857143,0.017647059,0.040441176,0.0,0.4,May,Windows,Safari,North America,3.0,Returning,0,0
0LuVWFV9uX8dhQIn,2.0,11.0,494.1666667,0.5025653757034094,0.0,180.0,4773.335638,0.000537634,0.008600444,0.0,0.0,May,Android,Chrome,Asia-Pacific,3.0,Returning,0,0
jF1Mh5U5lSTr38fW,1.9934594924566147,13.0,313.0333333,0.0,0.0,135.0,3700.495815,0.004662005,0.014626073,3.348407692,0.0,May,Android,Edge,North America,4.0,Returning,0,0
158XljPMyE2LN4n1,1.0,0.0,0.0,2.0,30.66666667,13.0,307.5714286,0.013333333,0.052777778,0.0,1.0,May,Windows,Safari,North America,2.0,Returning,1,0
I4AcfTs7NIkMbhUJ,2.0,0.0,0.0,0.0,0.0,3.0,293.5,0.0,0.133333333,0.0,0.06180620089549716,May,Android,Chrome,North America,5.0,Returning,0,0
kMc0OzyzopFYHLsv,3.0,3.0,61.19642857,0.0,0.0,18.0,598.25,0.028985507,0.025793651,26.34343478,0.4,May,iOS,Chrome,Middle East,11.0,Returning,0,0
cKTwLnBNDoO26xBM,4.0,2.0,10.0,5.0,53.0,37.0,1578.0,0.0,0.0125,0.0,0.8,May,Android,Chrome,Oceania,4.0,Returning,0,0
YZE53eGvmvY4UOEU,0.0,3.0,602.0,0.0,0.0,64.0,1810.966667,0.003174603,0.012962963,0.0,0.0,May,iOS,Chrome,North America,6.0,Returning,0,0
GKw1UrjB2eyHbpK7,1.9934594924566147,0.0,0.0,0.0,0.0,4.0,118.0,0.0,0.043130172888613046,0.0,0.0,May,Windows,Safari,North America,3.0,Returning,0,0
6LlIzUaZbFYNamt6,3.0,0.0,0.0,0.0,0.0,8.0,710.0,0.0,0.025,45.4895,0.8,May,Windows,Safari,Middle East,4.0,Returning,0,1
bCJwJHOG4lAkHMDN,0.0,0.0,0.0,0.0,0.0,4.0,87.5,0.0,0.05,0.0,0.0,May,Android,Chrome,South America,3.0,Returning,0,0
q9mTcy7Rw0hXKFh4,3.0,0.0,0.0,0.0,0.0,10.0,338.5,0.0,0.02,32.382,0.0,May,Android,Chrome,Europe,1.0,Returning,0,1
lh1hvxBGI5qrp7qd,3.0,0.0,0.0,0.0,0.0,9.0,237.3333333,0.0,0.031666667,0.0,0.0,May,Windows,Safari,North America,3.0,Returning,0,0
spIYft1TDEsY0GGx,4.0,0.0,0.0,0.0,0.0,27.0,190.25,0.016,0.04,0.0,0.2,May,Android,Chrome,Asia-Pacific,3.0,Returning,0,0
74HrYmT7NvYGI9T7,2.0,0.0,0.0,0.0,0.0,11.0,500.0,0.0,0.02,44.388,0.0,May,Android,Chrome,Asia-Pacific,2.0,Returning,0,1
uzqS8qcAB9HDZRgl,4.0,0.0,0.0,0.0,0.0,2.0,54.0,0.05,0.15,0.0,0.0,May,Windows,Safari,North America,1.0,Returning,0,0
1Ox9xIPUHHPOgA9G,0.0,3.0,19.0,0.0,0.0,53.0,2544.166667,0.00617284,0.016049383,0.0,0.0,May,Android,Chrome,Asia-Pacific,2.0,Returning,0,0
DUXdJgsPJwg2qbS7,4.0,11.0,157.0583333,5.0,514.0,79.0,2605.702273,0.0,0.043130172888613046,14.8513125,0.0,May,Android,Chrome,Oceania,3.0,Returning,0,1
Buac7bHmnuDkL8cM,1.9934594924566147,4.0,203.5,0.0,0.0,8.0,296.55,0.0,0.02,0.0,0.0,May,Windows,Safari,Central America,2.0,Returning,0,0
FhvsVaJ9guOpAaD0,0.0,6.0,99.5,0.0,0.0,11.0,143.0,0.0,0.014285714,0.0,0.0,May,Android,Opera,Central America,2.0,Returning,0,0
EddLEjtkDwILwbpb,1.0,2.0,279.5,0.0,0.0,5.0,426.0,0.0,0.014285714,0.0,0.0,May,Windows,Safari,South America,2.0,Returning,1,0
OCTcCTBcjJtZmVlS,1.0,11.0,334.75,0.0,0.0,20.0,598.7785714,0.0,0.007692308,26.59353846,0.2,May,Android,Opera,North America,5.0,New,0,1
Rzrm28X1aIuixF8X,3.0,2.3182008193294874,8.0,0.0,0.0,9.0,120.0,0.022222222,0.066666667,0.0,0.0,May,Windows,Safari,North America,4.0,Returning,0,0
BEq62Gw2PAkUFgH4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,May,Windows,Safari,South America,2.0,Returning,0,0
grpn6KWx6Mc3M24M,1.9934594924566147,4.0,144.5,0.0,0.0,19.0,885.125,0.021052632,0.050877193,0.0,0.6,May,iOS,Chrome,Middle East,13.0,Returning,0,0
9eF4LSNf1dHCMaDj,1.0,0.0,0.0,0.0,0.0,3.0,48.0,0.066666667,0.066666667,0.0,0.0,May,Windows,Safari,North America,3.0,Returning,0,0
CoUBjdCcqmmyrCdQ,0.0,0.0,0.0,0.0,0.0,27.0,783.25,0.014814815,0.033227513,0.0,0.6,May,Android,Opera,Asia-Pacific,3.0,Returning,0,0
crGwyi3FqsusR9yP,4.0,2.0,282.5,0.0,0.0,17.0,451.0,0.0625,0.085416667,0.0,0.0,May,iOS,Chrome,Asia-Pacific,13.0,Returning,0,0
YX47qneNvNT0uTW2,3.0,0.0,0.0,0.0,0.0,15.0,259.6666667,0.0,0.026666667,0.0,0.0,May,Windows,Safari,Europe,2.0,Returning,1,0
EEwSGNuka24wKMtW,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,Android,Opera,Asia-Pacific,2.0,Returning,0,0
ho4EVIG3AbYPVdWS,1.0,2.0,46.33333333,0.0,0.0,11.0,177.4047619,0.016666667,0.038194444,0.0,0.0,May,iOS,Chrome,Africa,4.0,Returning,0,0
USYoC92ybo6qKq9X,4.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,0.05,0.0,0.2,May,Android,Chrome,South America,1.0,Returning,0,0
ojPlj4IuhTu5RNhU,1.0,0.0,0.0,0.0,0.0,6.0,99.0,0.066666667,0.083333333,0.0,0.2,May,Android,Chrome,Europe,2.0,Returning,0,0
34Wk8E8D2FfOmaii,0.0,5.0,321.6666667,7.0,460.0,46.0,1900.896078,0.017156863,0.031932773,0.0,1.0,May,Windows,Safari,Asia-Pacific,1.0,Returning,1,0
bIX2eA9ks6Mfydyw,4.0,0.0,0.0,0.0,0.0,21.0,1296.716667,0.0,0.007017544,70.01826316,0.0,May,Android,Chrome,North America,2.0,Returning,0,1
TNi5gzb4OGsmo7KM,3.0,0.0,0.0,1.0,11.0,35.0,926.6690476,0.016666667,0.043130172888613046,0.0,1.0,May,Android,Chrome,North America,4.0,Returning,1,0
lZSGl3pd5rxiG0Dd,1.0,2.0,29.0,0.0,0.0,2.0,15.0,0.0,0.066666667,0.0,0.0,May,Android,Chrome,Asia-Pacific,6.0,Returning,1,0
tW65mzjGZvTOoEmp,4.0,7.0,84.66666667,2.0,60.0,110.0,5343.049577,0.00877193,0.029643028,0.0,0.8,May,Windows,Safari,North America,2.0,Returning,0,0
yuKfSg8YZYaBmsan,2.0,3.0,54.0,0.0,0.0,18.0,598.25,0.036781609,0.060344828,0.0,0.0,May,Android,Chrome,North America,3.0,Returning,0,0
UbLsDJhWYf3PbrD6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,May,Android,Chrome,Asia-Pacific,13.0,Returning,0,0
AAM7ZNH7cFCIezfl,0.0,4.0,94.0,0.0,0.0,34.0,1159.666667,0.005714286,0.019142857,16.12416,0.0,May,Android,UC Browser,North America,4.0,Returning,0,0
H5iGKQcFwXqtwQnY,4.0,1.0,70.0,0.0,0.0,24.0,496.6666667,0.0,0.002173913,0.0,0.0,May,Android,Safari,North America,2.0,New,0,0
tHt8DReUOOhly9LC,3.0,0.0,0.0,0.0,0.0,65.0,624.6248956,0.0,0.02359375,0.0,0.8,May,Android,Firefox,South America,2.0,Returning,0,0
eMKnHWVutLt24WUS,2.0,0.0,0.0,0.0,0.0,9.0,177.3333333,0.066666667,0.088888889,0.0,1.0,May,iOS,Chrome,North America,1.0,Returning,1,0
9MK8xmhNGQqY2gDY,1.9934594924566147,10.0,253.9,7.0,218.0,91.0,2869.788095,0.002,0.005452381,0.0,0.0,May,iOS,Chrome,Asia-Pacific,4.0,Returning,0,0
FDlYCXEuiCoJkIPJ,0.0,0.0,0.0,0.0,0.0,6.0,210.2,0.055555556,0.068055556,0.0,0.0,May,iOS,Chrome,South America,20.0,Returning,0,0
3AGR53RRyDYugjOY,4.0,0.0,0.0,0.0,0.0,5.0,377.0,0.0,0.04,0.0,0.2,May,Android,Chrome,North America,4.0,Returning,0,0
8E6JBrUVFFiM5ZXf,4.0,2.0,44.0,2.0,53.0,8.0,667.6666667,0.0,0.018181818,56.62363636,0.0,May,Android,Chrome,North America,4.0,Returning,1,1
M4yotPuasjVmX4FA,3.0,0.0,0.0,0.0,0.0,13.0,350.8333333,0.0,0.030769231,0.0,0.6,May,iOS,Chrome,Other,13.0,Returning,0,0
VIOJP17lEF2fPCeD,1.9934594924566147,7.0,105.75,0.0,0.0,124.0,3394.130159,0.001587302,0.012918871,5.921482086,0.0,May,Android,Chrome,Asia-Pacific,11.0,Returning,1,0
LK2ieT6gtYGkKOBl,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,Windows,Safari,South America,3.0,Returning,0,0
JG0HwebdQNCHajPw,1.0,0.0,0.0,0.0,0.0,7.0,70.0,0.0,0.028571429,0.0,0.0,May,Android,Chrome,North America,2.0,Returning,0,0
oBuNQlENLXHOx2UR,1.0,8.0,117.5,0.0,0.0,17.0,545.5,0.0,0.019047619,0.0,0.0,May,Android,Chrome,North America,13.0,Returning,0,0
zAF8fK2XkCnLPEbb,0.0,0.0,0.0,0.0,0.0,33.0,1324.616667,0.009677419,0.043870968,0.0,0.2,May,Android,Chrome,North America,4.0,Returning,0,0
nuG3C2K9SWBWSyvN,1.0,2.3182008193294874,8.0,0.0,0.0,8.0,5.0,0.15,0.175,0.0,0.4,May,Android,Chrome,North America,11.0,Returning,0,0
Nsb4PoPtehHVBkHm,3.0,1.0,512.0,0.0,0.0,5.0,322.0,0.0,0.06,0.0,0.6,May,Windows,Safari,North America,2.0,Returning,0,0
s1Uo6y6ll0J5dQ3u,2.0,2.3182008193294874,8.0,1.0,12.0,44.0,1373.95,0.0,0.004545455,0.0,0.0,May,Windows,Safari,Europe,2.0,New,1,0
jmzKMuIZ8CaDzCdM,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.8,May,iOS,Chrome,Europe,13.0,Returning,0,0
6EEl1J21b8MvftBg,4.0,0.0,0.0,0.5025653757034094,0.0,12.0,655.0,0.036363636,0.063636364,0.0,0.8,May,Android,Chrome,North America,6.0,Returning,0,0
WTmHQOyPdDpxJ9pn,0.0,10.0,196.0,0.0,0.0,45.0,939.6333333,0.0125,0.015972222,0.0,0.0,May,Windows,Safari,North America,3.0,Returning,0,0
IA8K2mlHQnfOxujl,3.0,17.0,975.75,0.0,0.0,40.0,3970.7,0.005555556,0.020381594,8.022839506,0.6,May,Android,Chrome,Asia-Pacific,4.0,Returning,0,0
nDoaV7bAhwUh4tG3,1.0,1.0,7.0,1.0,2.0,43.0,2325.611905,0.00952381,0.01814059,0.0,0.8,May,iOS,Chrome,North America,4.0,Returning,0,0
fh71ieMENZAz5AMz,2.0,0.0,0.0,0.0,0.0,2.0,70.0,0.0,0.1,0.0,0.0,May,Windows,Safari,North America,2.0,Returning,1,0
PKMq56uFwHgxtJVP,4.0,0.0,0.0,0.0,0.0,12.0,99.0,0.176923077,0.192307692,0.0,0.8,May,iOS,Chrome,North America,13.0,Returning,0,0
JEskb4GpCzrmAK6N,4.0,2.0,143.8,1.0,0.0,6.0,90.75,0.022222222,0.055555556,0.0,0.0,May,iOS,Chrome,Central America,3.0,Returning,0,0
VfRoJSi2XTFU2VAw,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,iOS,Chrome,North America,1.0,Returning,1,0
r6a5cm60IMsKMa4L,2.0,3.0,32.0,0.0,0.0,6.0,209.0,0.0,0.022222222,0.0,0.0,May,Android,Edge,North America,2.0,New,0,0
PJPq9d1osoby0CNf,4.0,7.0,129.6666667,3.0,42.0,25.0,443.25,0.006451613,0.023297491,6.402612903,0.0,May,Android,Chrome,South America,4.0,Returning,1,0
kQy355h4glMEoc59,3.0,10.0,323.55,0.0,0.0,46.0,1044.8,0.017021277,0.019756839,0.0,0.0,May,iOS,Chrome,Oceania,4.0,Returning,0,0
z7LvddlRN5gVw3SC,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,Windows,Safari,North America,3.0,Returning,0,0
vKvf6ZfsnpXxbWOb,1.0,2.3182008193294874,8.0,0.0,0.0,34.0,783.5666667,0.0,0.005882353,62.07882353,0.0,May,Android,Chrome,North America,6.0,Returning,1,1
h9O7DuRaRtKziuPu,2.0,4.0,198.5,0.0,0.0,43.0,2124.833333,0.0,0.015151515,48.864,0.0,May,Android,Chrome,Asia-Pacific,4.0,Returning,1,1
O8mjvY29QJJlPmnq,0.0,2.3182008193294874,8.0,0.0,0.0,19.0,402.7166667,0.0,0.003030303,57.474,0.0,May,Android,Chrome,Africa,4.0,New,1,1
25JMx3lR0DUdq05a,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,iOS,Chrome,Europe,19.0,Returning,1,0
HFhz25jtJKOsqiDv,3.0,1.0,0.0,2.0,29.0,18.0,598.25,0.013793103,0.034154351,0.0,0.4,May,Android,Edge,Asia-Pacific,3.0,Returning,0,0
btFbvJ2jsxKOYLAv,1.0,0.0,0.0,0.0,0.0,7.0,34.0,0.114285714,0.142857143,0.0,0.8,May,Android,Samsung Internet,Middle East,13.0,Returning,0,0
sR0g8lC6NcmBHguI,1.0,5.0,99.0,0.0,0.0,35.0,573.0,0.0,0.018918919,9.597405405,0.6,May,Android,Chrome,North America,4.0,Returning,0,0
u6xf67NG1GCZVC5U,0.0,1.0,5.0,0.0,0.0,53.0,1062.749495,0.007843137,0.019263449,0.0,0.4,May,Windows,Safari,North America,4.0,Returning,0,0
FDFnyK3rWiZLo4OT,3.0,4.0,109.5,0.0,0.0,66.0,1231.2,0.006280193,0.028298931,10.45437681,1.0,May,Android,Chrome,North America,4.0,Returning,1,0
X1JeMIjfqeapfrun,1.0,0.0,0.0,0.0,0.0,7.0,98.33333333,0.028571429,0.032653061,0.0,0.0,May,Windows,Safari,North America,2.0,Returning,0,0
ITtOavCLe1yTHSOD,4.0,7.0,1474.5,2.0,11.5,129.0,5293.824709,0.005072464,0.020659075,2.524993961,0.2,May,Android,Chrome,Asia-Pacific,1.0,Returning,0,0
Y8mHU6WfNj3zlbQO,2.0,2.3182008193294874,8.0,0.0,0.0,77.0,1230.312302,0.0,0.003492063,79.0,0.6,May,Android,Edge,South America,2.0,Returning,0,0
MnoHBE1KdF5Hd28B,4.0,5.0,73.0,0.0,0.0,18.0,498.3333333,0.01,0.04,0.0,0.0,May,Android,Edge,Oceania,3.0,Returning,0,0
d6TvMclr725s9BUl,4.0,0.0,0.0,0.0,0.0,15.0,225.0,0.0,0.026666667,0.0,0.0,May,Android,Chrome,Oceania,3.0,Returning,0,0
hWA9S3Rfpmt1Caf8,3.0,3.0,19.33333333,0.0,0.0,28.0,710.9083333,0.006451613,0.012903226,0.0,0.0,May,Android,Chrome,Central America,3.0,New,0,0
ntv7HEUPmaH9Mu4j,2.0,0.0,0.0,0.0,0.0,18.0,356.5,0.0125,0.025,0.0,0.6,May,Android,Chrome,Asia-Pacific,2.0,New,0,0
HrcAwFkllz0njCvS,4.0,10.0,464.15,4.0,160.5,26.0,1975.633333,0.017647059,0.029411765,0.0,0.2,May,Android,Chrome,North America,3.0,Returning,0,0
OWw3212uvLVOgl7C,4.0,0.0,0.0,0.0,0.0,21.0,248.8333333,0.01,0.0225,0.0,0.0,May,Android,Firefox,Middle East,3.0,Returning,0,0
IeZjlJqoeRNQleVg,2.0,0.0,0.0,1.0,2.0,12.0,1311.0,0.053333333,0.084722222,0.0,0.0,May,iOS,Chrome,North America,15.0,Returning,0,0
nUx0IK01EWjc27ay,0.0,0.0,0.0,0.0,0.0,18.0,598.25,0.009090909,0.013383838,0.0,0.0,May,iOS,Chrome,Asia-Pacific,2.0,Returning,0,0
XzydtX4jSuIKz25M,3.0,0.0,0.0,0.0,0.0,6.0,72.0,0.0,0.05,0.0,0.8,May,Android,Chrome,South America,4.0,Returning,0,0
DAMajWO2GRUFgcI9,4.0,1.0,0.0,0.0,0.0,7.0,110.75,0.0,0.028571429,0.0,0.0,May,iOS,Chrome,North America,4.0,Returning,1,0
Z9BzDCMsTIOOjuq4,0.0,0.0,0.0,0.0,0.0,6.0,110.0,0.011111111,0.058333333,0.0,0.0,May,Android,Chrome,South America,2.0,Returning,0,0
tw1GOnabuUmU7ExP,1.0,6.0,523.3333333,3.0,37.0,34.0,581.2261905,0.023809524,0.030213239,0.0,0.0,May,Android,Chrome,Europe,1.0,Returning,1,0
pDRQFx77DtdlX5O1,2.0,6.0,162.5,0.0,0.0,39.0,1634.095238,0.0,0.011111111,8.604391304,0.0,May,iOS,Internet Explorer,Africa,2.0,Returning,0,0
ajjWEm33oDoSgb5i,1.9934594924566147,0.0,0.0,0.0,0.0,18.0,473.75,0.0375,0.046666667,5.8854232324926015,0.6,May,iOS,Chrome,Middle East,3.0,Returning,0,0
cPFGaLTnkG1PpWAg,4.0,2.0,42.0,0.0,0.0,16.0,602.0,0.014705882,0.044117647,0.0,0.0,May,Android,Chrome,North America,3.0,Returning,0,0
scjovLQL651xxNPk,1.9934594924566147,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.05,0.0,0.0,May,iOS,Chrome,North America,3.0,New,0,0
KSQVdeUEkMx7Mvyv,3.0,1.0,4.0,0.0,0.0,49.0,4651.033333,0.02,0.05,0.0,0.8,May,Android,Chrome,Oceania,2.0,Returning,0,0
oLPaBXHx0C9dMUW6,1.0,0.0,0.0,0.0,0.0,76.0,2854.783333,0.005866667,0.019555556,0.0,0.0,May,Android,Chrome,Asia-Pacific,4.0,Returning,0,0
DanYdhnE93pMSJaR,0.0,2.0,173.0,0.0,0.0,7.0,224.0,0.066666667,0.111111111,0.0,0.0,May,Android,Chrome,Central America,2.0,Returning,0,0
uVMB9VKiqMveCjch,2.0,0.0,0.0,0.0,0.0,7.0,701.0,0.0,0.057142857,0.0,0.8,May,Android,Firefox,North America,4.0,Returning,0,0
NxlfCkYeKxr2nfGS,1.0,3.0,45.0,0.0,0.0,24.0,506.1666667,0.021333333,0.034,0.0,0.8,May,Android,Firefox,Europe,2.0,Returning,0,0
z834W5P45zCEVt9D,2.0,0.0,0.0,0.0,0.0,15.0,791.0,0.0,0.031111111,19.34826667,0.0,May,Android,Chrome,Middle East,1.0,Returning,0,0
qnpTMW9d7l0XeHVT,0.0,0.0,0.0,0.0,0.0,22.0,401.1666667,0.0,0.013636364,0.0,0.0,May,Android,Chrome,North America,3.0,Returning,0,0
Fw4UqqhZ8FE3VZ8U,1.0,1.0,4.0,0.0,0.0,6.0,102.0,0.0,0.057142857,0.0,0.0,May,Android,Chrome,North America,3.0,New,0,0
oMWLEz2qjLk2wYjC,3.0,0.0,0.0,0.0,0.0,26.0,852.7666667,0.001923077,0.024166667,0.0,1.0,May,iOS,Chrome,South America,1.0,Returning,1,0
cIVnwiLddj8Yw41r,0.0,8.0,77.0,0.0,0.0,36.0,2670.869444,0.0,0.018461538,5.8854232324926015,0.0,May,Android,Firefox,North America,2.0,Returning,0,0
jExUMqvpLLYxiFpm,2.0,0.0,0.0,0.0,0.0,6.0,105.0,0.066666667,0.1,0.0,0.0,May,iOS,Chrome,South America,3.0,Returning,0,0
k9fkHt7wMoOf2ABB,3.0,4.0,98.0,1.0,31.0,32.0,898.1714286,0.0,0.005555556,23.32166667,0.0,May,Android,Chrome,South America,2.0,New,1,1
LS2H6sK8UneI5mbI,1.9934594924566147,1.0,15.0,0.0,0.0,20.0,243.4166667,0.0,0.004761905,0.0,0.0,May,Android,Chrome,North America,3.0,Returning,0,0
8mG4OzkcW0ggyRPS,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,iOS,Chrome,Other,3.0,Returning,0,0
TBFJItf4NCLnjgKd,4.0,0.0,0.0,0.0,0.0,8.0,191.0,0.0,0.025,0.0,0.0,May,Android,Chrome,Europe,13.0,Returning,1,0
fVfISGyopjiJL20I,1.0,8.0,31.1,11.0,1258.833333,195.0,7675.14929,0.001937543,0.014673582,3.38287678,0.4,May,Android,Chrome,North America,4.0,Returning,0,0
e05lzy5afzLS8e1c,3.0,4.0,76.16666667,0.0,0.0,10.0,182.1666667,0.0,0.018181818,0.0,0.4,May,iOS,Chrome,North America,1.0,Returning,0,0
71SPUMI85oToLqcm,0.0,0.0,0.0,0.0,0.0,11.0,547.5,0.018181818,0.024747475,0.0,1.0,May,iOS,Internet Explorer,Asia-Pacific,1.0,Returning,1,0
Vz9d2RBpDPJ7MitA,2.0,0.0,0.0,1.0,26.0,18.0,598.25,0.001960784,0.023180828,2.172431373,0.8,May,Windows,Safari,Asia-Pacific,1.0,Returning,0,1
OLTNaPKredjLBuXY,1.0,9.0,299.6333333,4.0,56.0,35.0,1386.633333,0.01025641,0.014871795,0.0,0.0,May,Windows,Safari,South America,3.0,Returning,0,0
k6Oton3C91Plqa78,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,5.8854232324926015,0.0,May,Android,Chrome,Europe,1.0,Returning,0,0
l9jsrI85U3Zz6RkU,0.0,1.0,4.0,0.0,0.0,32.0,673.125,0.006451613,0.010056926,17.05922581,0.8,May,Android,Chrome,Asia-Pacific,4.0,Returning,0,1
