recordDate,fiscalQuarter,productionDept,dayOfWeek,team,plannedEfficiency,standardMinuteValue,workInProgress,overtimeMinutes,performanceBonus,idleMinutes,idleWorkers,styleChangeCount,workerCount,efficiencyScore,idleOccurred
2015-01-25,Q4, Finishing & Quality ,Sunday,Line-C1,0.65,3.94,1039.0,2520,0,0.0,0,No Style Change,14.0,0.749188312,0
2015-02-25,Q4,Finishing & Quality,Wednesday,Line-C2,0.7,4.6,1039.0,960,0,0.0,0,No Style Change,8.0,0.658541667,0
2015-01-25,Q4,Stitching Unit,Sunday,Line-C1,0.7,22.52,800.5,10170,40,0.0,0,No Style Change,56.5,0.7005417,0
2015-01-29,Q5,Stitching Unit,Thursday,Line-P1,0.6,20.1,1252.5,4320,46,0.0,0,No Style Change,51.0,0.60059761,0
2015-01-01,Q1,Stitching Unit,Thursday,Line-Q1,0.7,28.08,872.0,6900,44,0.0,0,No Style Change,57.5,0.721126957,0
2015-02-11,Q2,Stitching Unit,Wednesday,Line-Q2,0.8,22.52,800.5,0,75,0.0,0,No Style Change,56.0,0.850364583,0
2015-01-24,Q4, Finishing & Quality ,Saturday,Line-Q2,0.75,3.94,1039.0,1800,0,0.0,0,No Style Change,10.0,0.937242424,0
2015-01-12,Q2,Stitching Unit,Monday,Line-S1,0.8,26.16,1099.0,8220,75,0.0,0,No Style Change,59.0,0.850522167,0
2015-01-04,Q1,Stitching Unit,Sunday,Line-F2,0.7,45.67,884.0,6960,26,0.0,0,No Style Change,58.0,0.603432184,0
2015-01-28,Q4,Stitching Unit,Wednesday,Line-S3,0.8,22.52,1252.5,6840,113,0.0,0,No Style Change,57.0,1.000230409,0
2015-01-21,Q3,Stitching Unit,Wednesday,Line-P1,0.7,14.89,1252.5,10260,50,0.0,0,No Style Change,57.0,0.700170388,0
2015-01-15,Q3,Stitching Unit,Thursday,Line-Q2,0.6,22.52,1076.0,10170,23,0.0,0,No Style Change,56.5,0.600291767,0
2015-02-11,Q2,Finishing & Quality,Wednesday,Line-Q1,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.54175,0
2015-03-07,Q1,Finishing & Quality,Saturday,Line-P2,0.8,4.6,1039.0,1080,0,0.0,0,No Style Change,9.0,0.868888889,0
2015-02-07,Q1,Stitching Unit,Saturday,Line-C2,0.7,24.26,800.5,6840,0,300.0,37,No Style Change,57.0,0.365318713,1
2015-02-01,Q1,Stitching Unit,Sunday,Line-F1,0.8,22.52,1252.5,7020,60,0.0,0,No Style Change,58.5,0.85011396,0
2015-02-28,Q4,Finishing & Quality,Saturday,Line-F3,0.75,2.9,1039.0,3360,0,0.0,0,No Style Change,8.0,0.271875,0
2015-01-13,Q2, Finishing & Quality ,Tuesday,Line-Q1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.858143939,0
2015-02-15,Q3,Finishing & Quality,Sunday,Line-F1,0.75,4.15,1039.0,2400,0,0.0,0,No Style Change,20.0,0.287041667,0
2015-02-23,Q4,Stitching Unit,Monday,Line-Q2,0.7,21.25,1252.5,6000,0,0.0,0,Minor Style Revision,50.0,0.417916667,0
2015-02-10,Q2,Stitching Unit,Tuesday,Line-P2,0.8,15.26,900.0,4080,50,0.0,0,No Style Change,34.0,0.800401961,0
2015-01-19,Q3,Stitching Unit,Monday,Line-Q2,0.7,22.52,938.0,10080,63,0.0,0,No Style Change,56.0,0.750057359,0
2015-03-08,Q2,Stitching Unit,Sunday,Line-Q2,0.7,21.82,1252.5,6000,30,0.0,0,No Style Change,50.0,0.700422,0
2015-02-18,Q3,Finishing & Quality,Wednesday,Line-S2,0.8,5.13,1039.0,1440,0,0.0,0,No Style Change,12.0,0.919125,0
2015-02-17,Q3,Finishing & Quality,Tuesday,Line-S2,0.8,5.13,1039.0,1800,0,0.0,0,No Style Change,15.0,0.5814,0
2015-02-23,Q4,Stitching Unit,Monday,Line-P1,0.75,11.41,826.0,2820,0,0.0,0,Major Design Shift,58.0,0.750293939,0
2015-01-17,Q3,Stitching Unit,Saturday,Line-F1,0.7,22.52,825.0,10170,50,0.0,0,No Style Change,56.5,0.7005417,0
2015-01-15,Q3,Stitching Unit,Thursday,Line-C2,0.8,25.9,1177.0,8970,60,0.0,0,No Style Change,56.5,0.850415628,0
2015-02-05,Q1,Finishing & Quality,Thursday,Line-Q2,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.771583333,0
2015-01-14,Q2, Finishing & Quality ,Wednesday,Line-S3,0.8,4.15,1039.0,1440,0,0.0,0,No Style Change,7.0,0.820833333,0
2015-02-11,Q2,Finishing & Quality,Wednesday,Line-P2,0.8,4.08,1039.0,1080,0,0.0,0,No Style Change,9.0,1.02,0
2015-03-08,Q2,Stitching Unit,Sunday,Line-P1,0.8,11.41,800.5,3420,50,0.0,0,No Style Change,58.0,0.800034503,0
2015-03-01,Q1,Stitching Unit,Sunday,Line-S3,0.75,29.4,1143.0,6840,45,0.0,0,No Style Change,57.0,0.750473684,0
2015-02-25,Q4,Finishing & Quality,Wednesday,Line-F2,0.8,4.6,1039.0,1080,0,0.0,0,No Style Change,9.0,0.902962963,0
2015-03-05,Q1,Stitching Unit,Thursday,Line-S1,0.7,26.82,1252.5,6960,50,0.0,0,No Style Change,58.0,0.750651724,0
2015-02-14,Q2,Finishing & Quality,Saturday,Line-F3,0.8,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.483333333,0
2015-01-22,Q4,Stitching Unit,Thursday,Line-Q2,0.75,22.52,1252.5,10080,55,0.0,0,No Style Change,56.0,0.800020563,0
2015-02-23,Q4,Finishing & Quality,Monday,Line-Q2,0.8,3.94,1039.0,2400,0,0.0,0,No Style Change,20.0,0.955791667,0
2015-01-31,Q5, Finishing & Quality ,Saturday,Line-Q2,0.8,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.971866667,0
2015-01-06,Q1, Finishing & Quality ,Tuesday,Line-F1,0.8,3.94,1039.0,4440,0,0.0,0,No Style Change,18.0,0.966781346,0
2015-01-13,Q2, Finishing & Quality ,Tuesday,Line-C2,0.8,2.9,1039.0,1440,0,0.0,0,No Style Change,8.0,0.681060606,0
2015-02-05,Q1,Stitching Unit,Thursday,Line-S2,0.8,22.52,1252.5,6780,113,0.0,0,No Style Change,56.5,1.000446018,0
2015-03-09,Q2,Stitching Unit,Monday,Line-C1,0.5499999999999998,30.48,1161.0,6600,0,0.0,0,Minor Style Revision,55.0,0.500610909,0
2015-01-08,Q2, Finishing & Quality ,Thursday,Line-Q1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.891723485,0
2015-02-23,Q4,Stitching Unit,Monday,Line-F2,0.8,30.1,800.5,7140,38,0.0,0,No Style Change,59.0,0.800137255,0
2015-01-25,Q4, Finishing & Quality ,Sunday,Line-Q2,0.75,3.94,1039.0,3420,0,0.0,0,No Style Change,19.0,0.955151515,0
2015-03-07,Q1,Stitching Unit,Saturday,Line-F2,0.7,27.48,800.5,6960,24,0.0,0,Minor Style Revision,58.0,0.408960345,0
2015-01-22,Q4,Stitching Unit,Thursday,Line-P1,0.7,14.89,1252.5,10260,50,0.0,0,No Style Change,57.0,0.700170388,0
2015-01-31,Q5, Finishing & Quality ,Saturday,Line-C2,0.65,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.971866667,0
2015-03-05,Q1,Finishing & Quality,Thursday,Line-S2,0.6,3.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.950625,0
2015-02-07,Q1,Finishing & Quality,Saturday,Line-C1,0.7,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.715766667,0
2015-02-22,Q4,Stitching Unit,Sunday,Line-F1,0.8,30.1,922.0,5820,63,0.0,0,Minor Style Revision,59.0,0.80000295,0
2015-03-11,Q2,Stitching Unit,Wednesday,Line-C2,0.7,30.48,914.0,6840,30,0.0,0,Minor Style Revision,57.0,0.700505263,0
2015-02-02,Q1, Finishing & Quality ,Monday,Line-S1,0.75,3.94,1039.0,2280,0,0.0,0,No Style Change,19.0,0.504596491,0
2015-01-05,Q1, Finishing & Quality ,Monday,Line-Q2,0.75,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.763375,0
2015-02-12,Q2,Finishing & Quality,Thursday,Line-F1,0.7,4.15,1039.0,1800,0,0.0,0,No Style Change,15.0,1.096633333,0
2015-01-18,Q3,Stitching Unit,Sunday,Line-F2,0.6,20.4,1031.0,10440,30,0.0,0,No Style Change,58.0,0.600062696,0
2015-02-08,Q2,Finishing & Quality,Sunday,Line-Q1,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.607416667,0
2015-02-25,Q4,Stitching Unit,Wednesday,Line-S3,0.75,29.4,1252.5,6960,45,0.0,0,Major Design Shift,58.0,0.750206897,0
2015-01-05,Q1, Finishing & Quality ,Monday,Line-F1,0.8,3.94,1039.0,3840,0,0.0,0,No Style Change,16.0,0.893663194,0
2015-01-08,Q2, Finishing & Quality ,Thursday,Line-Q2,0.75,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.779791667,0
2015-02-01,Q1, Finishing & Quality ,Sunday,Line-C2,0.65,4.15,1039.0,960,0,0.0,0,No Style Change,8.0,1.0115625,0
2015-03-04,Q1,Finishing & Quality,Wednesday,Line-F1,0.7,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.806058333,0
2015-01-21,Q3,Stitching Unit,Wednesday,Line-S3,0.7,22.52,1139.0,10260,63,0.0,0,No Style Change,57.0,0.750068049,0
2015-01-08,Q2,Stitching Unit,Thursday,Line-F3,0.8,11.41,800.5,14640,50,0.0,0,No Style Change,30.5,0.800024932,0
2015-02-18,Q3,Finishing & Quality,Wednesday,Line-S3,0.5499999999999998,5.13,1039.0,960,0,0.0,0,No Style Change,8.0,0.2565,0
2015-02-18,Q3,Stitching Unit,Wednesday,Line-S1,0.8,22.52,1252.5,3960,63,0.0,0,No Style Change,57.0,0.800279693,0
2015-01-13,Q2,Stitching Unit,Tuesday,Line-C1,0.8,25.9,1126.0,10170,60,0.0,0,No Style Change,56.5,0.850136766,0
2015-01-18,Q3,Stitching Unit,Sunday,Line-P2,0.8,26.87,800.5,5670,56,0.0,0,No Style Change,31.5,0.662255892,0
2015-01-15,Q3,Stitching Unit,Thursday,Line-C1,0.8,25.9,1252.5,10170,60,0.0,0,No Style Change,56.5,0.850136766,0
2015-02-26,Q4,Finishing & Quality,Thursday,Line-F3,0.75,2.9,1039.0,3360,0,0.0,0,No Style Change,8.0,0.271875,0
2015-01-28,Q4, Finishing & Quality ,Wednesday,Line-P1,0.5499999999999998,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.259375,0
2015-01-22,Q4, Finishing & Quality ,Thursday,Line-S3,0.7,3.94,1039.0,12000,0,0.0,0,No Style Change,20.0,0.460578704,0
2015-02-02,Q1, Finishing & Quality ,Monday,Line-Q2,0.8,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.85695,0
2015-02-04,Q1,Stitching Unit,Wednesday,Line-F2,0.65,30.1,800.5,5820,0,90.0,10,No Style Change,58.5,0.650834808,1
2015-02-18,Q3,Finishing & Quality,Wednesday,Line-C2,0.7,5.13,1039.0,960,0,0.0,0,No Style Change,8.0,0.58,0
2015-02-12,Q2,Stitching Unit,Thursday,Line-C2,0.65,30.1,1193.0,7080,0,0.0,0,Minor Style Revision,59.0,0.463403955,0
2015-03-07,Q1,Stitching Unit,Saturday,Line-P2,0.8,15.26,986.0,4080,75,0.0,0,No Style Change,34.0,0.850520588,0
2015-02-02,Q1,Stitching Unit,Monday,Line-F3,0.7,18.79,1252.5,3960,30,0.0,0,No Style Change,33.0,0.700354545,0
2015-02-24,Q4,Stitching Unit,Tuesday,Line-C1,0.75,30.1,800.5,5640,45,0.0,0,Minor Style Revision,59.0,0.750727326,0
2015-02-14,Q2,Stitching Unit,Saturday,Line-C2,0.7,30.1,824.0,5160,0,0.0,0,Minor Style Revision,60.0,0.700206125,0
2015-02-03,Q1,Stitching Unit,Tuesday,Line-F1,0.8,22.52,800.5,5460,63,0.0,0,No Style Change,56.5,0.800434622,0
2015-01-17,Q3, Finishing & Quality ,Saturday,Line-C1,0.8,2.9,1039.0,1440,0,0.0,0,No Style Change,8.0,0.661837121,0
2015-02-05,Q1,Stitching Unit,Thursday,Line-F3,0.7,18.79,800.5,2760,30,0.0,0,No Style Change,33.0,0.700079032,0
2015-02-18,Q3,Stitching Unit,Wednesday,Line-C1,0.75,30.1,800.5,2280,45,0.0,0,Minor Style Revision,59.0,0.75053268,0
2015-02-12,Q2,Stitching Unit,Thursday,Line-F3,0.8,18.79,800.5,3960,0,0.0,0,No Style Change,33.0,0.688017677,0
2015-01-03,Q1, Finishing & Quality ,Saturday,Line-C1,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.6253125,0
2015-01-03,Q1,Stitching Unit,Saturday,Line-F3,0.8,25.9,1152.0,6720,50,0.0,0,No Style Change,56.0,0.800125,0
2015-01-14,Q2, Finishing & Quality ,Wednesday,Line-F2,0.65,4.15,1039.0,1440,0,0.0,0,No Style Change,15.0,0.864583333,0
2015-01-25,Q4,Stitching Unit,Sunday,Line-Q2,0.75,22.52,1252.5,10080,69,0.0,0,No Style Change,56.0,0.800020563,0
2015-01-08,Q2,Stitching Unit,Thursday,Line-S2,0.8,28.08,800.5,10050,63,0.0,0,No Style Change,58.5,0.800497246,0
2015-02-28,Q4,Stitching Unit,Saturday,Line-P2,0.8,15.26,1194.0,1700,62,0.0,0,No Style Change,34.0,0.800260821,0
2015-02-18,Q3,Stitching Unit,Wednesday,Line-P1,0.7,11.41,800.5,3360,30,0.0,0,Major Design Shift,56.0,0.8211125,0
2015-01-01,Q1,Stitching Unit,Thursday,Line-P2,0.8,11.41,968.0,3660,50,0.0,0,No Style Change,30.5,0.800570492,0
2015-02-03,Q1,Stitching Unit,Tuesday,Line-S3,0.8,22.52,1112.0,6840,100,0.0,0,No Style Change,57.0,0.950185965,0
2015-02-14,Q2,Finishing & Quality,Saturday,Line-Q1,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.238041667,0
2015-03-03,Q1,Stitching Unit,Tuesday,Line-S3,0.8,29.4,1156.0,6840,50,0.0,0,No Style Change,57.0,0.800333333,0
2015-01-22,Q4, Finishing & Quality ,Thursday,Line-F1,0.75,4.3,1039.0,9000,0,0.0,0,No Style Change,15.0,0.670216049,0
2015-02-17,Q3,Stitching Unit,Tuesday,Line-C1,0.7,30.1,800.5,840,30,0.0,0,Minor Style Revision,59.0,0.700888203,0
2015-02-03,Q1, Finishing & Quality ,Tuesday,Line-P2,0.8,4.08,1039.0,1080,0,0.0,0,No Style Change,9.0,0.778222222,0
2015-02-24,Q4,Stitching Unit,Tuesday,Line-S3,0.75,29.4,1172.0,5340,45,0.0,0,Major Design Shift,60.0,0.750176991,0
2015-02-24,Q4,Finishing & Quality,Tuesday,Line-S3,0.8,4.6,1039.0,1440,0,0.0,0,No Style Change,12.0,0.811388889,0
2015-01-22,Q4, Finishing & Quality ,Thursday,Line-C1,0.6,3.94,1039.0,6000,0,0.0,0,No Style Change,10.0,0.957638889,0
2015-03-04,Q1,Stitching Unit,Wednesday,Line-S2,0.5499999999999998,15.28,800.5,5520,0,0.0,0,Minor Style Revision,46.0,0.404144928,0
2015-01-06,Q1,Stitching Unit,Tuesday,Line-P1,0.75,19.31,800.5,9900,45,0.0,0,No Style Change,55.0,0.750057851,0
2015-02-05,Q1,Stitching Unit,Thursday,Line-F1,0.5499999999999998,30.1,800.5,6360,23,0.0,0,Minor Style Revision,53.0,0.500720126,0
2015-03-10,Q2,Stitching Unit,Tuesday,Line-F3,0.7,23.41,1180.0,4560,30,0.0,0,Minor Style Revision,38.0,0.700246491,0
2015-01-27,Q4,Stitching Unit,Tuesday,Line-Q2,0.8,22.52,1134.0,6720,70,0.0,0,No Style Change,56.0,0.900129762,0
2015-02-16,Q3,Stitching Unit,Monday,Line-Q1,0.6,18.79,1252.5,5400,0,0.0,0,Minor Style Revision,54.0,0.329964879,0
2015-03-04,Q1,Stitching Unit,Wednesday,Line-P2,0.8,15.26,961.0,4080,50,0.0,0,No Style Change,34.0,0.800401961,0
2015-02-16,Q3,Stitching Unit,Monday,Line-S3,0.65,30.1,1252.5,600,63,0.0,0,Minor Style Revision,58.0,0.802243319,0
2015-03-11,Q2,Stitching Unit,Wednesday,Line-Q2,0.75,21.82,1252.5,6000,34,0.0,0,No Style Change,50.0,0.750608,0
2015-01-13,Q2,Stitching Unit,Tuesday,Line-F3,0.8,11.61,1004.0,5670,50,0.0,0,No Style Change,31.5,0.800246753,0
2015-02-10,Q2,Finishing & Quality,Tuesday,Line-P2,0.8,4.08,1039.0,1080,0,0.0,0,No Style Change,9.0,1.004888889,0
2015-01-31,Q5, Finishing & Quality ,Saturday,Line-F1,0.8,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.971866667,0
2015-02-16,Q3,Finishing & Quality,Monday,Line-S3,0.5499999999999998,4.15,1039.0,960,0,0.0,0,No Style Change,8.0,0.864583333,0
2015-01-24,Q4, Finishing & Quality ,Saturday,Line-P1,0.75,4.15,1039.0,1800,0,0.0,0,No Style Change,10.0,0.896022727,0
2015-01-05,Q1, Finishing & Quality ,Monday,Line-Q1,0.8,2.9,1039.0,1920,0,0.0,0,No Style Change,8.0,0.820833333,0
2015-01-05,Q1, Finishing & Quality ,Monday,Line-S2,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.804416667,0
2015-01-28,Q4,Stitching Unit,Wednesday,Line-C2,0.7,38.09,800.5,6240,0,0.0,0,No Style Change,52.0,0.467693269,0
2015-01-12,Q2,Stitching Unit,Monday,Line-P1,0.65,12.52,1004.0,9540,44,0.0,0,No Style Change,53.0,0.64998056,0
2015-01-01,Q1,Stitching Unit,Thursday,Line-F2,0.8,11.41,800.5,3660,50,0.0,0,No Style Change,30.5,0.707045902,0
2015-03-01,Q1,Finishing & Quality,Sunday,Line-C2,0.75,4.6,1039.0,3360,0,0.0,0,No Style Change,8.0,0.813611111,0
2015-02-07,Q1,Finishing & Quality,Saturday,Line-F3,0.75,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.845833333,0
2015-01-18,Q3, Finishing & Quality ,Sunday,Line-F2,0.6,4.15,1039.0,1440,0,0.0,0,No Style Change,8.0,0.852793561,0
2015-01-24,Q4, Finishing & Quality ,Saturday,Line-F1,0.75,4.3,1039.0,2160,0,0.0,0,No Style Change,12.0,0.651515152,0
2015-02-14,Q2,Finishing & Quality,Saturday,Line-P2,0.8,4.08,1039.0,1080,0,0.0,0,No Style Change,9.0,0.800888889,0
2015-03-07,Q1,Stitching Unit,Saturday,Line-Q2,0.7,21.82,1251.0,6000,30,0.0,0,No Style Change,50.0,0.700422,0
2015-02-10,Q2,Finishing & Quality,Tuesday,Line-Q1,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.6895,0
2015-03-08,Q2,Stitching Unit,Sunday,Line-F2,0.5499999999999998,26.82,800.5,7080,23,0.0,0,Minor Style Revision,59.0,0.500033898,0
2015-01-28,Q4,Stitching Unit,Wednesday,Line-F3,0.5499999999999998,18.79,800.5,1800,23,0.0,0,No Style Change,32.0,0.437995338,0
2015-03-01,Q1,Stitching Unit,Sunday,Line-Q1,0.75,18.79,895.0,6240,34,0.0,0,No Style Change,52.0,0.750395513,0
2015-02-01,Q1,Stitching Unit,Sunday,Line-F3,0.65,18.79,881.0,3960,26,0.0,0,No Style Change,33.0,0.651007071,0
2015-01-26,Q4, Finishing & Quality ,Monday,Line-S1,0.7,3.94,1039.0,1800,0,0.0,0,No Style Change,10.0,0.910378788,0
2015-03-08,Q2,Stitching Unit,Sunday,Line-P2,0.8,15.26,1064.0,4080,63,0.0,0,No Style Change,34.0,0.800401961,0
2015-02-15,Q3,Stitching Unit,Sunday,Line-C1,0.7,30.1,881.0,7080,0,0.0,0,Minor Style Revision,59.0,0.700632768,0
2015-01-26,Q4, Finishing & Quality ,Monday,Line-F1,0.75,4.3,1039.0,2160,0,0.0,0,No Style Change,12.0,0.963699495,0
2015-01-15,Q3,Stitching Unit,Thursday,Line-F1,0.65,22.52,872.0,10080,26,0.0,0,No Style Change,56.0,0.650130952,0
2015-02-07,Q1,Stitching Unit,Saturday,Line-P2,0.8,15.26,1021.0,4080,63,0.0,0,No Style Change,34.0,0.800401961,0
2015-01-13,Q2,Stitching Unit,Tuesday,Line-Q2,0.5499999999999998,22.4,800.5,10170,23,0.0,0,No Style Change,56.5,0.35020649,0
2015-02-01,Q1,Stitching Unit,Sunday,Line-P2,0.75,15.26,1252.5,1440,45,0.0,0,No Style Change,35.0,0.750450658,0
2015-01-01,Q1,Stitching Unit,Thursday,Line-P1,0.8,11.41,968.0,3660,50,0.0,0,No Style Change,30.5,0.800570492,0
2015-01-01,Q1, Finishing & Quality ,Thursday,Line-S2,0.75,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.755166667,0
2015-01-18,Q3,Stitching Unit,Sunday,Line-P1,0.65,14.89,1140.0,10260,44,0.0,0,No Style Change,57.0,0.650299575,0
2015-03-09,Q2,Stitching Unit,Monday,Line-Q2,0.7,21.82,1252.5,6000,30,0.0,0,No Style Change,50.0,0.700422,0
2015-01-24,Q4, Finishing & Quality ,Saturday,Line-Q1,0.6,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.261174242,0
2015-03-04,Q1,Finishing & Quality,Wednesday,Line-C2,0.8,4.6,1039.0,960,0,0.0,0,No Style Change,8.0,0.930416667,0
2015-01-12,Q2, Finishing & Quality ,Monday,Line-Q2,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.24625,0
2015-01-28,Q4, Finishing & Quality ,Wednesday,Line-F3,0.5499999999999998,2.9,1039.0,1800,0,0.0,0,No Style Change,15.0,0.977555556,0
2015-01-03,Q1,Stitching Unit,Saturday,Line-P2,0.8,26.16,844.0,7080,63,0.0,0,No Style Change,59.0,0.800318644,0
2015-03-10,Q2,Stitching Unit,Tuesday,Line-Q2,0.75,21.82,1252.5,6000,34,0.0,0,No Style Change,50.0,0.750608,0
2015-02-03,Q1, Finishing & Quality ,Tuesday,Line-C2,0.7,4.15,1039.0,960,0,0.0,0,No Style Change,8.0,0.976979167,0
2015-01-21,Q3,Stitching Unit,Wednesday,Line-S2,0.7,22.94,1252.5,10500,60,0.0,0,No Style Change,57.0,0.800415742,0
2015-03-10,Q2,Stitching Unit,Tuesday,Line-S1,0.75,26.82,1252.5,7080,75,0.0,0,No Style Change,59.0,0.900061017,0
2015-01-26,Q4, Finishing & Quality ,Monday,Line-C1,0.65,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.646306818,0
2015-01-26,Q4,Stitching Unit,Monday,Line-Q1,0.7,29.12,1143.0,10440,40,0.0,0,No Style Change,58.0,0.70061442,0
2015-02-12,Q2,Stitching Unit,Thursday,Line-S1,0.8,22.52,1252.5,0,138,0.0,0,No Style Change,57.0,1.100483918,0
2015-01-31,Q5,Stitching Unit,Saturday,Line-F1,0.8,22.52,1252.5,6660,88,0.0,0,No Style Change,57.5,0.900537069,0
2015-03-03,Q1,Stitching Unit,Tuesday,Line-S2,0.5499999999999998,15.28,800.5,5400,0,6.5,30,Minor Style Revision,45.0,0.30277037,1
2015-03-02,Q1,Finishing & Quality,Monday,Line-C1,0.8,4.6,1039.0,3360,0,0.0,0,No Style Change,8.0,0.342361111,0
2015-01-14,Q2, Finishing & Quality ,Wednesday,Line-Q2,0.8,3.94,1039.0,1260,0,0.0,0,No Style Change,8.0,0.332359307,0
2015-01-17,Q3, Finishing & Quality ,Saturday,Line-C2,0.8,2.9,1039.0,1440,0,0.0,0,No Style Change,8.0,0.675568182,0
2015-01-03,Q1,Stitching Unit,Saturday,Line-S3,0.8,28.08,913.0,6540,50,0.0,0,No Style Change,54.5,0.800322936,0
2015-01-19,Q3,Stitching Unit,Monday,Line-P2,0.5499999999999998,15.26,1111.0,6120,23,0.0,0,No Style Change,34.0,0.35021836,0
2015-02-19,Q3,Stitching Unit,Thursday,Line-F3,0.75,18.79,899.0,3960,56,0.0,0,No Style Change,33.0,0.75065101,0
2015-01-04,Q1,Stitching Unit,Sunday,Line-C2,0.8,25.9,1039.0,6780,45,0.0,0,No Style Change,56.5,0.850345133,0
2015-01-19,Q3, Finishing & Quality ,Monday,Line-F1,0.7,4.3,1039.0,5040,0,0.0,0,No Style Change,28.0,0.977272727,0
2015-01-07,Q1,Stitching Unit,Wednesday,Line-S1,0.8,26.16,1179.0,10620,75,0.0,0,No Style Change,59.0,0.850502311,0
2015-02-16,Q3,Stitching Unit,Monday,Line-F3,0.75,18.79,895.0,3960,0,0.0,0,No Style Change,33.0,0.75065101,0
2015-01-04,Q1,Stitching Unit,Sunday,Line-S3,0.75,19.87,800.5,6600,45,0.0,0,No Style Change,55.0,0.75024303,0
2015-03-08,Q2,Stitching Unit,Sunday,Line-S1,0.75,26.82,1252.5,6960,65,0.0,0,No Style Change,58.0,0.85007069,0
2015-01-12,Q2, Finishing & Quality ,Monday,Line-P1,0.8,4.15,1039.0,1440,0,0.0,0,No Style Change,8.0,0.640577652,0
2015-01-07,Q1,Stitching Unit,Wednesday,Line-Q2,0.75,28.08,1144.0,10530,69,0.0,0,No Style Change,58.5,0.8,0
2015-02-01,Q1, Finishing & Quality ,Sunday,Line-F3,0.6,2.9,1039.0,1200,0,0.0,0,No Style Change,10.0,0.314166667,0
2015-02-28,Q4,Stitching Unit,Saturday,Line-C1,0.8,30.1,800.5,840,38,0.0,0,Minor Style Revision,59.0,0.799982853,0
2015-02-05,Q1,Stitching Unit,Thursday,Line-Q2,0.8,22.52,1039.0,6720,113,0.0,0,No Style Change,56.0,0.999995238,0
2015-01-05,Q1,Stitching Unit,Monday,Line-F3,0.8,11.61,800.5,7200,50,0.0,0,No Style Change,32.0,0.800246011,0
2015-02-04,Q1,Finishing & Quality,Wednesday,Line-S2,0.8,3.94,1039.0,2160,0,0.0,0,No Style Change,18.0,0.966759259,0
2015-02-12,Q2,Stitching Unit,Thursday,Line-C1,0.65,30.1,909.0,7080,0,0.0,0,Minor Style Revision,59.0,0.535677966,0
2015-02-26,Q4,Finishing & Quality,Thursday,Line-S2,0.7,3.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.5565625,0
2015-01-24,Q4, Finishing & Quality ,Saturday,Line-S1,0.7,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.578314394,0
2015-02-23,Q4,Finishing & Quality,Monday,Line-P2,0.8,5.13,1039.0,1080,0,0.0,0,No Style Change,9.0,0.9025,0
2015-02-15,Q3,Stitching Unit,Sunday,Line-F1,0.75,30.1,919.0,7140,0,0.0,0,Minor Style Revision,59.5,0.598627451,0
2015-02-12,Q2,Finishing & Quality,Thursday,Line-Q1,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.656666667,0
2015-03-03,Q1,Stitching Unit,Tuesday,Line-Q1,0.75,18.79,1096.0,6240,34,0.0,0,No Style Change,52.0,0.750395513,0
2015-01-25,Q4,Stitching Unit,Sunday,Line-S2,0.75,22.94,1252.5,10530,81,0.0,0,No Style Change,58.5,0.850223776,0
2015-01-28,Q4,Stitching Unit,Wednesday,Line-F1,0.8,22.52,1252.5,6780,50,0.0,0,No Style Change,56.5,0.800489676,0
2015-01-19,Q3,Stitching Unit,Monday,Line-S2,0.7,22.94,1006.0,10170,38,0.0,0,No Style Change,56.5,0.750517565,0
2015-02-24,Q4,Finishing & Quality,Tuesday,Line-P1,0.7,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.5046875,0
